,url,output,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,pc1,pc2
142,<elgoog>,<elgoog>6vgulerutseb>>ni>ymy0tr1,3.9342408,0.36443308,-6.0293036,3.2614055,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
143,<wohikiw>,ukiuktap>>yputsebn>tsni>9tg4<j,-2.5863907,5.173703,-6.5100765,-1.3939714,1.6151493,-5.8653336,2.0444477,1.2889977,0.061143506,-0.104231216
144,<lanruojevil>,<tnalreran>>>>>>>a>rf>ni>9ty4<j,-0.105155915,2.1330884,-3.975426,0.21623443,-0.4553736,-4.162135,2.221362,1.9454463,-0.1843538,-0.09245229
145,<srewsna>,ukiustop>>ypzntbebn>tsni>9tg4<j,-2.4682148,4.9292445,-6.1946125,-1.3309915,1.5401182,-5.576924,1.9430643,1.226512,0.04121966,-0.115669996
146,<sloohcs3w>,<sroretreii>>>o>>a>bf>ni>96gy4<j,0.17095897,2.261935,-4.606241,0.45959425,-0.7963022,-4.944292,2.7556407,2.457955,-0.17308287,-0.034895845
147,<tratnaived>,<tnilreran>>>>>>>a>bf>ni>9ty4<j,-0.0557231,2.0697725,-3.9195786,0.24793805,-0.49602538,-4.1225166,2.2219117,1.9559791,-0.18947168,-0.09254516
148,<afgolb>,<321zop>kvqk1hlwmi9b6zg6kymy0tr1,1.2525619,2.5698812,-6.693413,1.3865798,-2.0867994,-7.6002564,4.6345305,4.282128,-0.14519478,0.1670234
149,<elgoog>,<elgoog>6vgulerutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
150,<elgoog>,<elgoog>6vgulerutseb>>ni>ymy0tr1,3.9342408,0.36443308,-6.0293036,3.2614055,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
151,<cbb>,fx5>>>>56649j35jz<946zb6kymy02r1,-5.340601,10.149824,-12.451587,-2.9613814,3.534592,-11.085449,3.6109858,2.0659986,0.46587956,0.07541623
152,<naidraugeht>,<snilreren>>>>>>>a>b>>ni>9tgg4<j,0.045959085,2.0010285,-3.9248471,0.32159385,-0.59405893,-4.1689034,2.2906768,2.0354161,-0.19491783,-0.0853383
153,<yste>,fwb>y>3yx649pype<latsni>ym02r1,-5.3023252,8.96106,-10.181246,-3.0935392,3.7730615,-8.68412,2.3557565,1.001905,0.3677786,-0.061889287
154,<nopuelbmuts>,<snolreren>>>>>>>a>rf>ni>9ty4<j,-0.069686204,2.1756303,-4.107199,0.25105053,-0.50534314,-4.316669,2.318639,2.0357633,-0.18076037,-0.08192925
155,<enilnocp>,utsasgoi>>>>>>ecea>>f>ni>9tg4<j,-1.3438145,3.3095162,-4.573476,-0.6345063,0.6591326,-4.3019648,1.756748,1.2964159,-0.0900063,-0.13945511
156,<roodevil>,ukidttai>>>>>nwclbn>tsni>9ty4<j,-1.4304854,3.7213304,-5.259189,-0.6487777,0.6590464,-4.997255,2.087356,1.5610564,-0.05618716,-0.103063084
157,<egrofemag>,<snrlroteeeee>>>>>>b>>ni>97gv4<j,0.8289434,1.1757463,-3.387199,0.8481417,-1.2791283,-3.9104366,2.4941752,2.3687363,-0.26130316,-0.06547255
158,<ztnerrot>,ukidkmau>>>pbuublbn>ph2q9ty4<j,-1.598935,4.0427547,-5.6558657,-0.74234307,0.77242637,-5.352025,2.2018945,1.624634,-0.030023312,-0.09002384
159,<oodab>,dn6zam>>qjz9j9nzk946zg6kymy02r1,-2.8334737,7.1578045,-10.047851,-1.3230865,1.4231038,-9.532135,3.879352,2.8054879,0.22446021,0.09704767
160,<selif>,pnozam>>qjz9j39nzk9v6zg6kymy0t41,-2.2055893,6.017279,-8.681355,-0.9666293,0.98706555,-8.329233,3.5152857,2.6224616,0.13168623,0.0553451
161,<gva>,fxb>>>>5q649j35jz<9q6zo6kymy02r1,-4.977468,9.54504,-11.76842,-2.7476902,3.2693841,-10.503868,3.4608963,2.0118024,0.41675293,0.05790409
162,<aciremafoknab>,<snrlroteeeee>>>>>>b>>ni>97gvp<j,1.1065449,0.7926619,-3.019837,1.0223863,-1.5004796,-3.6306407,2.46666,2.401731,-0.29230958,-0.06932409
163,<sebrof>,<x21zop>kyqk129n<<946zg6kymy0tr1,0.94762135,2.9292285,-6.9769354,1.1866741,-1.8287759,-7.779637,4.5967216,4.187754,-0.11620476,0.1638361
164,<deedni>,m7u1aap>pjz>12wn9k9v6zg6ncmyyt41,-0.20780507,3.5994546,-6.7000313,0.33419833,-0.6876476,-7.0213842,3.692049,3.1800885,-0.06347389,0.068527296
165,<legeips>,ukidkmaul>ypyubj8sfph2q9ty4<j,-1.9391953,4.814998,-6.6977496,-0.9142403,0.9721441,-6.324651,2.5692499,1.8689795,0.032987155,-0.048850197
166,<rotagtsoh>,<trateeitl>>>aw>la>rf>ni>9tgy4<j,-0.03919384,2.359217,-4.507818,0.30120915,-0.5830805,-4.7552996,2.5642173,2.2516685,-0.16552657,-0.055181712
167,<rebewa>,v721aap>3jzk129n<k946zg6kymyyt41,-0.20204225,3.8707879,-7.2381287,0.37623364,-0.7584909,-7.5965815,3.999348,3.4436464,-0.04105084,0.102084376
168,<ksa>,fcb>>>>5x649j35jz<9q6zo6kymy02r1,-4.8988285,9.25603,-11.311721,-2.72312,3.2493918,-10.049215,3.2543259,1.8513706,0.3930621,0.035084542
169,<swenxof>,utwus>ol>>ypnntiebn>tsni>9tg4<j,-2.9459708,5.2293873,-6.1251354,-1.6802325,2.0063918,-5.3113365,1.594604,0.8316385,0.0649226,-0.15229617
170,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
171,<563teb>,mi21aap>pjz>129n9k9v6zg6kcmyyt41,-0.35787502,3.8895538,-7.060827,0.25138766,-0.5875305,-7.3452983,3.7983005,3.2402754,-0.039853476,0.08059982
172,<esahc>,pnozam>>qjz9j35nzk9v6zg6kym0tr1,-2.3351314,6.1163125,-8.696952,-1.0589242,1.1092824,-8.293935,3.4401922,2.53201,0.1395698,0.047537845
173,<erifaidem>,<tnalreitn>>>oo>>a>b>>ni>9tgg4<j,0.20760563,1.943396,-4.034134,0.4457621,-0.76211727,-4.3499756,2.456772,2.210193,-0.19931011,-0.06766939
174,<egrofecruos>,<snrlroteeeee>>>>>>b>>ni>97gvp<j,1.1015077,0.7485613,-2.9267073,1.012227,-1.4844483,-3.529493,2.4109273,2.3531575,-0.2959666,-0.075400285
175,<derahs4>,ukidktab>>ypuubeglatsni>9tg4<j,-2.4196153,5.1374807,-6.668209,-1.2626565,1.4361856,-6.100582,2.2415397,1.491306,0.05853023,-0.083196454
176,<ecnerefer>,<tnilreitn>>>>o>>a>b>>ni>9tgg4<j,0.35396144,1.7040297,-3.7673519,0.5325098,-0.8700679,-4.124653,2.4010947,2.192479,-0.21874918,-0.0742003
177,<revan>,pnozam>>qjz9j39nzk9v6zg6kymy0t41,-2.087538,5.9614444,-8.734294,-0.8778199,0.8675028,-8.432959,3.6215503,2.7372792,0.12734199,0.066600434
178,<buhtig>,<el1oop>3vqk1hlwmi9b6zg6kymy0tr1,1.3566211,2.5560162,-6.809334,1.4697907,-2.200546,-7.765275,4.767242,4.4165783,-0.14610034,0.1812074
179,<pmihcliam>,utsatneit>>>>awvla>rf>ni>9ty4<j,-0.5620208,2.8139155,-4.678476,-0.06364766,-0.102741316,-4.7273254,2.3220074,1.9383397,-0.12915918,-0.08005923
180,<sihtdda>,ukwus>ip>>ypnptiebn>tsni>ltg4<j,-3.067474,5.688332,-6.855072,-1.7165097,2.034394,-6.039704,1.9275204,1.0911918,0.102554806,-0.11554077
181,<liamg>,fnb>am>5q6z9356zk9q6z9lkym02r1,-3.2181344,7.042359,-9.294026,-1.653455,1.8831315,-8.575454,3.2051632,2.1515138,0.21404818,0.024550682
182,<os>,fub>>>>5x649j356zk9q6z96kymy02r1,-4.395405,8.605768,-10.732324,-2.4009724,2.8371987,-9.634285,3.2535377,1.9532235,0.34049824,0.03346147
183,<evihcra>,ukieitab>>ypuubebn>tsni>9tg4<j,-2.2700212,4.801884,-6.2178874,-1.186473,1.3473344,-5.6811934,2.0845144,1.3876741,0.031151036,-0.1008163
184,<ofnicircnpse>,<tnilrotaeeee>>>>>>b>>ni>97gv4<j,0.8585082,0.9152519,-2.918891,0.8365401,-1.2506851,-3.4237413,2.2493055,2.1655653,-0.2827491,-0.09232989
185,<1yreviled-gnidaol>,<tnisgotaeeee>>>>>>b>>ni>97gv4<j,1.326531,0.17735724,-2.1115258,1.1145343,-1.6006544,-2.7560842,2.0985699,2.1317282,-0.342783,-0.11029872
186,<duolcdnuos>,<tsatneitn>>>sw>la>rf>ni>9ty4<j,-0.2690679,2.347244,-4.1688657,0.11168733,-0.3217316,-4.3023014,2.2243485,1.9145604,-0.16703735,-0.09162955
187,<wolliz>,vi2zaap>3jzk129nzk946zg6kymyyt41,-0.51340806,4.3472257,-7.7416654,0.18726546,-0.5212334,-8.007775,4.081886,3.450644,-0.0024068754,0.11204185
188,<egnahcxekcats>,<snrlroteeeee>>>>>>b>>ni>97gvp<j,1.4080007,0.40352675,-2.6733906,1.2153244,-1.7473382,-3.382686,2.4664237,2.4629142,-0.32376397,-0.07026774
189,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
190,<racx>,fwb>m>>5x649356z<9q6z9lkym02r1,-5.08519,8.900171,-10.360425,-2.9244075,3.5432384,-8.961916,2.5973625,1.2524339,0.36324373,-0.036147784
191,<tenretnievil>,<tnilroteeeee>>>>>>b>>ni>97gv4<j,0.8539953,0.9438173,-2.9684606,0.8367664,-1.2524061,-3.4747794,2.2743795,2.1861043,-0.2804012,-0.089576244
192,<redisnissenisub>,<tnilgolanie>>>>>>>b>>ni>9tg4<j,0.72891235,0.7907731,-2.4978023,0.7135652,-1.0754397,-2.923457,1.928053,1.8647946,-0.29332462,-0.12705123
193,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
194,<kcotsrettuhs>,<tnilroteeeee>>>>>>b>>ni>9tgv4<j,1.0560515,0.5119702,-2.4021049,0.9426128,-1.3773443,-2.9528296,2.0858319,2.0662122,-0.31560966,-0.1108006
195,<ecrofselas>,<snrrrtreeee>>>>>a>b>>ni>97gy4<j,1.0314918,1.0848702,-3.4877167,1.0012095,-1.485461,-4.098707,2.6819966,2.5703897,-0.26834878,-0.04556349
196,<tramlaw>,ukidktab>>fpuublbn>ph2q9tg4<j,-2.2402678,4.7740107,-6.204241,-1.166011,1.3204997,-5.6786046,2.0960436,1.403595,0.028916305,-0.09964438
197,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
198,<yadotte>,ukidktab>>ypuublgn>ph2q9tg4<j,-2.309732,4.873734,-6.3037834,-1.209046,1.3749976,-5.756685,2.107255,1.3989842,0.036995873,-0.09821215
199,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342408,0.36443308,-6.0293036,3.2614055,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
200,<teno>,fwb>m>6zxx4qk5qzk9qc-hlqlt02r>,-4.6565804,8.330245,-9.835277,-2.6523707,3.196123,-8.574778,2.578781,1.3238584,0.31714463,-0.039489467
201,<retnuoctats>,utsalgoitn>>>>o>>a>>f>ni>9tg4<j,0.23559114,1.4680899,-3.1438851,0.40339726,-0.68114215,-3.4135113,1.9730843,1.8028147,-0.23850611,-0.120627105
202,<loz>,fxmz>y>5q649j356zk9q6za6kymy02r1,-5.1521525,10.150343,-12.711353,-2.8072567,3.32246,-11.437584,3.8795195,2.3336878,0.4663509,0.10418553
203,<epyks>,pnozam>>qjzpx569k986zhlytyh41,-2.62919,6.518031,-9.078137,-1.2440597,1.3448166,-8.581833,3.464867,2.4931793,0.1720794,0.05112512
204,<xiw>,fxm>>>>5x649356zk9q6z9lkymy02r1,-5.461691,10.138969,-12.26407,-3.061908,3.6734006,-10.837318,3.4268115,1.8841,0.46470776,0.055662073
205,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
206,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342408,0.36443308,-6.0293036,3.2614055,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
207,<orgella>,ukidkmau>>>puublgsfph2q9ty4<j,-2.0658407,4.6756253,-6.2515287,-1.0369239,1.1475908,-5.798867,2.235667,1.558325,0.021187225,-0.08492078
208,<rosivdapirt>,utsateeitl>>>aw>la>>f>ni>9ty4<j,-0.027316958,2.1251795,-4.066849,0.2787638,-0.5410266,-4.2906613,2.3232899,2.0483398,-0.18482941,-0.081549935
209,<oedivocin>,utsatndit>>>>awvla>>f>h2q9ty4<j,-0.84553146,2.9290326,-4.5142117,-0.2795158,0.18884481,-4.438692,2.0458827,1.6447759,-0.12029633,-0.10937566
210,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
211,<8ebut>,fnozam>5qjz93569k9q6z9lkytyh41,-3.0261168,7.0592494,-9.590645,-1.4941927,1.6632371,-8.968145,3.4965847,2.439498,0.2158803,0.05582186
212,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
213,<avaj>,fwb>m>3zx649k5gzk9q66hlkyt02r1,-5.6220107,9.543056,-10.879508,-3.2748725,3.9947703,-9.299259,2.5425057,1.0962981,0.41512138,-0.040502384
214,<cinotfos>,ukidtmau>>>puublgsfph2q9ty4<j,-2.0090954,4.526052,-6.037096,-1.0111732,1.1193078,-5.5933623,2.1513457,1.4979093,0.00896277,-0.09429939
215,<sdapop>,<321zap>kypy12ww<ky46zg6kcmyqtm1,1.0361085,2.6508489,-6.5544634,1.2207017,-1.8622967,-7.365361,4.415663,4.0511975,-0.13899553,0.1437871
216,<ecnereferdrow>,<snrlroteeeee>>>>>>b>>ni>9tgv4<j,1.4779829,0.13644335,-2.2331755,1.2302413,-1.7597896,-2.949702,2.2663379,2.3057368,-0.34593135,-0.09246909
217,<troperrehcaelb>,<tnilgoteeeee>>>>>>b>>ni>9tgv4<j,1.2694458,0.20555623,-2.0918498,1.0731735,-1.5439141,-2.7104397,2.0499072,2.0787437,-0.34051767,-0.11541606
218,<elgoog>,<elgoog>6vgulbrutseb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
219,<remag>,pnozam>>qjzpy569k986phuytyh41,-2.4948711,6.289903,-8.816845,-1.1656183,1.2477934,-8.357528,3.4044755,2.4689438,0.15354422,0.044115324
220,<ografsllew>,usraretsol>>>aw>la>>f>h2q9ty4<j,0.11612007,2.1316836,-4.2764187,0.3968498,-0.7038636,-4.5713,2.5342345,2.2577262,-0.18396662,-0.058927152
221,<dlib>,fwb>m>3zx64qk5gzv9c-hlqlt02r>,-5.100123,8.789019,-10.122712,-2.9519107,3.586457,-8.70282,2.4535632,1.1265962,0.35402966,-0.05181326
222,<ilia>,fwb>m>>5x649356zk9q6zhlkyt02r1,-5.183617,9.24874,-10.906361,-2.9569514,3.571398,-9.503608,2.8414402,1.4408433,0.39180976,-0.009169777
223,<arodnap>,ukwustlp>>yputbebn>tsni>9tg4<j,-3.022527,5.5657887,-6.6772904,-1.696629,2.0128758,-5.8684716,1.8563333,1.0395716,0.092534356,-0.1234547
224,<ylbeew>,<7ucpap>kibdbywvlkyv6zg6c6qylm1,-0.032563955,3.877216,-7.4833736,0.51569045,-0.9507697,-7.925728,4.2475815,3.690095,-0.04013629,0.12868257
225,<elbahsam>,urrateduol>>>aw>la>rf>ni>9ty4<j,-0.76840985,3.4739397,-5.6847844,-0.14157942,-0.027028695,-5.7158775,2.755998,2.2669215,-0.075115085,-0.032009963
226,<elgoog>,<elgoog>nvgaleru>>eb>>ni>ymy0tm1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
227,<tekcubotohp>,<tsalgeian>>>>>>>a>b>>ni>9tg4<j,-0.13926819,2.1690423,-3.9988503,0.1932921,-0.42556167,-4.173422,2.2125385,1.9309456,-0.1814618,-0.0933156
228,<jsw>,fwb>>>>5x649356zk9q6z9lkym02r1,-5.2259707,9.719026,-11.767169,-2.926937,3.5077288,-10.402872,3.2992518,1.8231585,0.43055853,0.041000143
229,<elgoog>,<elgoog>nvgaleru>>eb>>ni>ymy0tm1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
230,<anihc>,unozam>5qjzpy<69k9fphuhtyhc1,-2.8277752,6.7860136,-9.329086,-1.369613,1.5048567,-8.7692795,3.4775636,2.4636354,0.19376391,0.053134184
231,<pmipelbuod>,<tsalgeiin>>>>>>>a>rf>ni>9ty4<j,-0.22412089,2.338906,-4.214242,0.14726344,-0.3703606,-4.368676,2.279044,1.970448,-0.16762526,-0.08578787
232,<nozama>,mi2zaap>kjzk129n9k9v6zg6ncmyyt41,-0.59819424,4.902103,-8.709432,0.1942026,-0.5572214,-9.00396,4.5725484,3.852429,0.043230858,0.1659334
233,<naloay>,<321zap>kypdbywvliyv6zg68ckyylm1,0.23702273,3.6806293,-7.469448,0.70906764,-1.2074679,-8.019004,4.4143443,3.8873563,-0.055759497,0.14607814
234,<abn>,fxb>>>>5x649j356zk9q6z9lkymy02r1,-5.278813,10.084193,-12.408181,-2.9199107,3.4806764,-11.064025,3.6264968,2.0918267,0.46060014,0.07692345
235,<hpargelet>,<tsalgeitn>>>>e>>a>rf>ni>9ty4<j,-0.45151475,2.5069792,-4.230474,-0.015474286,-0.15444052,-4.2947264,2.1410086,1.8062723,-0.15426107,-0.10018141
236,<oog>,fx6z>m>5q649j356zk9q6zp6kymy02r1,-4.655136,9.599893,-12.31825,-2.4765983,2.8937767,-11.21841,3.9797313,2.5204272,0.4220173,0.11361229
237,<elgoog>,<elgoog>nvgaleru>>eb>>ni>ymy0tm1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
238,<agnirat>,ukwestlp>>fpsntcebn>tsni>9tg4<j,-2.4488654,5.051617,-6.460322,-1.2983365,1.4893416,-5.867551,2.1054528,1.3691201,0.05137148,-0.09798415
239,<aidem>,fnozam>5qjz9x569k9q6phlytyh41,-2.9934025,7.098436,-9.712184,-1.4620298,1.6171272,-9.110686,3.5864344,2.522843,0.21919239,0.06553164
240,<gnabmm>,<putrac>kibdbawvlizfpd296gylbn,-0.113774806,3.6362107,-6.9010363,0.41620398,-0.802319,-7.273158,3.8666005,3.3481975,-0.06022519,0.08729476
241,<spu>,fwb>>>>5x649356zk9q6z9lkym02r1,-5.1944976,9.842291,-12.051261,-2.8842506,3.4431617,-10.717884,3.4798143,1.9837394,0.44081193,0.06063615
242,<odez>,fwbuy>3yx54qptiebn>tsni>lt02rj,-5.336027,9.243432,-10.686756,-3.082266,3.7440934,-9.208674,2.6189244,1.2197614,0.39102525,-0.03302308
243,<amam>,fwpuy>3yx54cptiebn>tsni>lt02rj,-5.603228,9.490226,-10.802074,-3.266779,3.9861686,-9.224351,2.5109987,1.0732101,0.41080087,-0.044003215
244,<otiva>,pnozam>>qjzpy9n9k986zg6yty641,-2.1755137,6.2821345,-9.240106,-0.9056542,0.8904885,-8.936131,3.8498113,2.9142826,0.15362877,0.09181464
245,<revan>,unozamakwjzpyub9k9fphuhty6tn,-2.087538,5.9614444,-8.734294,-0.8778199,0.8675028,-8.432959,3.6215503,2.7372792,0.12734199,0.066600434
246,<zanihc>,<7u1pap>kibdbywvlkyv6zg6c6yylm1,-0.121115595,4.002048,-7.605755,0.46045753,-0.88069427,-8.020436,4.259182,3.6819603,-0.030025458,0.13022435
247,<auhimoab>,utwesgol>>mhsnece>>>tsni>9tg4<j,-2.3774786,4.622543,-5.719916,-1.2989609,1.5107894,-5.1079063,1.734058,1.0665057,0.016094489,-0.13878512
248,<php>,fxb>>z>5x649j356zk9q6z9lkymy02r1,-5.173048,9.9260025,-12.244306,-2.8551629,3.3990614,-10.932057,3.6027133,2.0930562,0.44777325,0.07399373
249,<murofroirraw>,<tnilroteeeee>>>>>>b>>ni>97gv4<j,1.409936,0.31034204,-2.49398,1.2041242,-1.7274857,-3.1924698,2.3665354,2.3780298,-0.331457,-0.0811908
250,<niocnobel>,utsalgoib>>>>>e>>a>rf>ni>9ty4<j,-0.90704167,2.91771,-4.407633,-0.3313422,0.26068252,-4.3006115,1.9460243,1.5469568,-0.12137161,-0.120104626
251,<tr>,fub>mm>5x649356zk9q6-hlkyt02r1,-4.330249,8.41937,-10.457528,-2.373339,2.808016,-9.36794,3.140811,1.8702555,0.3252493,0.020942375
252,<mmd>,fub>>z>5x649356zk9q6z9lkym02r1,-5.010828,9.695374,-12.016386,-2.7542846,3.2713225,-10.7544365,3.5791116,2.1059456,0.42909467,0.070924975
253,<hctiwt>,<32cpap>kibdbawvliyvjvd296pylmn,0.3531526,3.3488724,-6.980664,0.7584037,-1.2595484,-7.545249,4.2139316,3.7398667,-0.08289734,0.123820774
254,<elgoog>,<elgoog>nvgaleru>>eb>>ni>ymy0tm1,3.9342403,0.3644329,-6.0293036,3.261405,-4.571806,-7.9891624,6.0036407,5.9970474,-0.3219022,0.308168
255,<elgoog>,<elgoog>nvgaleru>>eb>>ni>ymy0tm1,3.9342403,0.3644329,-6.0293036,3.261405,-4.571806,-7.9891624,6.0036407,5.9970474,-0.3219022,0.308168
256,<coccoc>,<321zap>kypyh2wwmiy46zg6kcmy9tm1,0.63489175,3.3136098,-7.2986975,0.9839228,-1.5682026,-7.9968157,4.57587,4.106216,-0.085167944,0.16250092
257,<aeki>,fwb>y>3yx54qptpeblatsni>lt02r>,-5.265421,9.026283,-10.359379,-3.0544136,3.7161171,-8.888539,2.4800873,1.115582,0.37325063,-0.048414495
258,<gag9>,fwb>m>>zx649kyge<latsni>yt02r1,-5.2592545,9.189484,-10.686704,-3.0269372,3.670498,-9.23945,2.6686208,1.2778664,0.38674262,-0.02782609
259,<noynacedoc>,utralseiin>>>>o>>a>rf>ni>9ty4<j,-0.3351507,2.7198462,-4.80614,0.108848184,-0.33570468,-4.9542994,2.5409353,2.1715074,-0.13641322,-0.056827553
260,<esseca>,<7u1aap>kibdbywv9kyv6zg6c6yylm1,-0.0669519,3.7561114,-7.199563,0.4709307,-0.8833727,-7.609765,4.065208,3.5273695,-0.050215848,0.108861096
261,<elgoog>,<elgoog-nvgalerut>eb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
262,<gnijiac>,ukieitlp>>ypsntcebn>tsni>9tg4<j,-2.6940508,5.330653,-6.668873,-1.4604129,1.6990616,-5.9912305,2.0642908,1.2840487,0.073860236,-0.101732925
263,<tfosnoisufni>,<tnilgotaeee>>>>>>>b>>ni>9tgv4<j,0.5283109,0.8982951,-2.432469,0.56439537,-0.87543535,-2.7735398,1.7614676,1.6816916,-0.28490242,-0.1446498
264,<gninus>,<3ucratskiadbawvmizfjvd296pylmn,0.2698941,3.1348798,-6.4481544,0.6608862,-1.1151738,-6.9450407,3.8597076,3.4204798,-0.10076171,0.0853683
265,<vtdn>,fwb>y>3yx54qptieblatsni>lt02r>,-5.2514744,8.981615,-10.291219,-3.049146,3.7109802,-8.82159,2.450691,1.0933481,0.36959153,-0.051668834
266,<sdaerdoog>,utsalneitn>>>>e>>a>rf>ni>9ty4<j,-0.51534295,2.7598593,-4.636963,-0.032919314,-0.14244005,-4.701829,2.3288236,1.9536433,-0.1335174,-0.07945807
267,<laedpans>,ukiaimaab>>hsnwcebn>tsni>9ty4<j,-1.8817335,4.402409,-5.9703913,-0.9240496,1.0052838,-5.573447,2.1962428,1.5621791,-0.00096002105,-0.08978445
268,<artnym>,4iu1aap>kjbd6ywn9k9v6zg6cmyyl41,-0.26215008,4.0281944,-7.4631987,0.34875908,-0.72816896,-7.8120575,4.0873604,3.5065503,-0.02818605,0.11188488
269,<elgoog>,<elgoog-nvgalerut>eb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
270,<93>,fub>mm>5x649356zk9q6z9lkym02r1,-4.6128545,8.74453,-10.704879,-2.5596478,3.0488825,-9.517891,3.0973046,1.7755405,0.3514636,0.017050605
271,<acram>,pnozam>>qjz9j39nzk9v6zg6kymyyt41,-2.3641422,6.647271,-9.694581,-1.0096496,1.0161357,-9.344332,3.9840028,2.990468,0.18335798,0.10705383
272,<elgoog>,<elgoog-nvgalerut>eb>>ni>ymy0tr1,3.9342406,0.3644331,-6.0293036,3.2614052,-4.5718064,-7.9891634,6.0036416,5.9970484,-0.3219022,0.30816802
273,<tsacmoc>,utwesgol>>mnsntie>n>tsni>9tg4<j,-3.3506975,5.569303,-6.233639,-1.9643157,2.3810244,-5.2645864,1.3938729,0.57779586,0.092076354,-0.1730042
274,<xmg>,fx6>>m>5q649j35-zk946zp6kymy02r1,-4.6582904,9.556478,-12.229035,-2.4851708,2.9076335,-11.122175,3.9273093,2.4750612,0.41842338,0.10789884
275,<soidutsemagdoog>,<tnilrotaeee>>>>>>>b>>ni>9tgv4<j,0.6364603,1.1365484,-3.0464416,0.6854637,-1.05332,-3.470497,2.1775312,2.0590262,-0.2649751,-0.09950101
276,<nozama>,vi2zaap>3jzk129nzk946zg6kymyyt41,-0.59819424,4.902103,-8.709432,0.1942026,-0.5572214,-9.00396,4.5725484,3.852429,0.043230858,0.1659334
277,<spsu>,fwb>y>3yx64qpypeblatsni>yt02r0,-5.3569355,9.237983,-10.647397,-3.1001132,3.768907,-9.158419,2.5832276,1.1850148,0.3905279,-0.036862563
278,<pw>,fub>mm>5x649356zk9q6z9lkym02r1,-4.3664403,8.478447,-10.523286,-2.3948028,2.8347774,-9.423413,3.1544557,1.8745191,0.33004758,0.022542901
279,<aynait>,<x21aap>kjzk12wn<k946zg6kcmyyt41,0.006419271,4.0021205,-7.781061,0.5647371,-1.0241503,-8.258179,4.4406266,3.8628316,-0.029727655,0.14966118
280,<ffider>,<7ucpap>kibdbywvliyv6zg6c6yylm1,0.10665664,3.4787362,-6.8959436,0.57473284,-1.0130255,-7.356244,4.006531,3.5125995,-0.07273171,0.10191123
281,<suqsid>,4iutaap>pwb>6ywb9ky86zg6c6qyl01,-0.3528686,4.025789,-7.3339243,0.2742336,-0.6254722,-7.638016,3.9556146,3.375593,-0.028590098,0.09777061
282,<nauyuoy>,utwus>op>>ypcntiebn>tsni>9tg4<j,-3.8774045,6.4874444,-7.304444,-2.268712,2.7561104,-6.193281,1.6565577,0.6948736,0.16671407,-0.14268135
